,gameid,run_total,venue_name,home_team,away_team,game_date,status,temp,weather_category,division,league
234,244437,10,Oakland Coliseum,Oakland Athletics,Tampa Bay Rays,2009-04-24,Final,54,clear,AL_west,AL
235,244438,9,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,2009-04-24,Final,67,partly cloudy,AL_east,AL
236,244439,14,U.S. Cellular Field,Chicago White Sox,Toronto Blue Jays,2009-04-24,Final,72,cloudy,AL_central,AL
237,244440,7,Citi Field,New York Mets,Washington Nationals,2009-04-24,Final,58,partly cloudy,NL_east,NL
238,244441,12,Great American Ball Park,Cincinnati Reds,Atlanta Braves,2009-04-25,Final,79,partly cloudy,NL_central,NL
239,244442,10,Busch Stadium,St. Louis Cardinals,Chicago Cubs,2009-04-25,Final,84,partly cloudy,NL_central,NL
240,244443,10,Kauffman Stadium,Kansas City Royals,Detroit Tigers,2009-04-25,Final,75,cloudy,AL_central,AL
241,244444,11,Coors Field,Colorado Rockies,Los Angeles Dodgers,2009-04-25,Final,45,overcast,NL_west,NL
242,244445,17,Minute Maid Park,Houston Astros,Milwaukee Brewers,2009-04-25,Final,73,roof closed,AL_west,AL
243,244446,8,Progressive Field,Cleveland Indians,Minnesota Twins,2009-04-25,Final,83,cloudy,AL_central,AL
244,244447,27,Fenway Park,Boston Red Sox,New York Yankees,2009-04-25,Final,82,sunny,AL_east,AL
245,244448,10,Land Shark Stadium,Miami Marlins,Philadelphia Phillies,2009-04-25,Final,80,partly cloudy,NL_east,NL
246,244449,11,PETCO Park,San Diego Padres,Pittsburgh Pirates,2009-04-25,Final,65,clear,NL_west,NL
247,244450,17,Angel Stadium of Anaheim,Los Angeles Angels,Seattle Mariners,2009-04-25,Final,66,clear,AL_west,AL
248,244451,8,Chase Field,Arizona Diamondbacks,San Francisco Giants,2009-04-25,Final,83,clear,NL_west,NL
249,244452,7,Oakland Coliseum,Oakland Athletics,Tampa Bay Rays,2009-04-25,Final,54,sunny,AL_west,AL
250,244453,11,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,2009-04-25,Final,83,clear,AL_east,AL
251,244454,12,U.S. Cellular Field,Chicago White Sox,Toronto Blue Jays,2009-04-25,Final,39,overcast,AL_central,AL
252,244455,10,Citi Field,New York Mets,Washington Nationals,2009-04-25,Final,71,partly cloudy,NL_east,NL
253,244456,10,Great American Ball Park,Cincinnati Reds,Atlanta Braves,2009-04-26,Final,82,partly cloudy,NL_central,NL
254,244457,13,Busch Stadium,St. Louis Cardinals,Chicago Cubs,2009-04-26,Final,83,partly cloudy,NL_central,NL
255,244458,5,Kauffman Stadium,Kansas City Royals,Detroit Tigers,2009-04-26,Final,73,cloudy,AL_central,AL
256,244459,14,Coors Field,Colorado Rockies,Los Angeles Dodgers,2009-04-26,Final,57,partly cloudy,NL_west,NL
257,244460,5,Minute Maid Park,Houston Astros,Milwaukee Brewers,2009-04-26,Final,72,roof closed,AL_west,AL
258,244461,6,Progressive Field,Cleveland Indians,Minnesota Twins,2009-04-26,Final,77,sunny,AL_central,AL
259,244462,5,Fenway Park,Boston Red Sox,New York Yankees,2009-04-26,Final,60,partly cloudy,AL_east,AL
260,244463,15,Land Shark Stadium,Miami Marlins,Philadelphia Phillies,2009-04-26,Final,80,partly cloudy,NL_east,NL
261,244464,11,PETCO Park,San Diego Padres,Pittsburgh Pirates,2009-04-26,Final,69,sunny,NL_west,NL
262,244465,8,Angel Stadium of Anaheim,Los Angeles Angels,Seattle Mariners,2009-04-26,Final,66,sunny,AL_west,AL
263,244466,9,Chase Field,Arizona Diamondbacks,San Francisco Giants,2009-04-26,Final,83,sunny,NL_west,NL
264,244467,8,Oakland Coliseum,Oakland Athletics,Tampa Bay Rays,2009-04-26,Final,57,sunny,AL_west,AL
265,244468,13,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,2009-04-26,Final,88,sunny,AL_east,AL
266,244469,7,U.S. Cellular Field,Chicago White Sox,Toronto Blue Jays,2009-04-26,Final,61,cloudy,AL_central,AL
267,244470,9,Citi Field,New York Mets,Washington Nationals,2009-04-26,Final,83,sunny,NL_east,NL
268,244471,4,Progressive Field,Cleveland Indians,Boston Red Sox,2009-04-27,Final,83,clear,AL_central,AL
269,244472,9,Chase Field,Arizona Diamondbacks,Chicago Cubs,2009-04-27,Final,83,partly cloudy,NL_west,NL
270,244473,8,Citi Field,New York Mets,Miami Marlins,2009-04-27,Final,65,partly cloudy,NL_east,NL
271,244474,5,Great American Ball Park,Cincinnati Reds,Houston Astros,2009-04-27,Final,82,clear,NL_central,NL
272,244475,9,AT&T Park,San Francisco Giants,Los Angeles Dodgers,2009-04-27,Final,52,partly cloudy,NL_west,NL
273,244476,6,Comerica Park,Detroit Tigers,New York Yankees,2009-04-27,Final,72,partly cloudy,AL_central,AL
274,244477,15,Miller Park,Milwaukee Brewers,Pittsburgh Pirates,2009-04-27,Final,68,roof closed,NL_central,NL
275,244478,19,Coors Field,Colorado Rockies,San Diego Padres,2009-04-27,Final,44,overcast,NL_west,NL
276,244480,5,Turner Field,Atlanta Braves,St. Louis Cardinals,2009-04-27,Final,76,partly cloudy,NL_east,NL
277,244481,8,Hubert H. Humphrey Metrodome,Minnesota Twins,Tampa Bay Rays,2009-04-27,Final,69,dome,AL_central,AL
278,244482,10,Oriole Park at Camden Yards,Baltimore Orioles,Texas Rangers,2009-04-27,Final,89,clear,AL_east,AL
279,244483,8,Kauffman Stadium,Kansas City Royals,Toronto Blue Jays,2009-04-27,Final,49,drizzle,AL_central,AL
280,244484,24,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,2009-04-27,Final,87,clear,NL_east,NL
281,244485,12,Oriole Park at Camden Yards,Baltimore Orioles,Los Angeles Angels,2009-04-28,Final,82,clear,AL_east,AL
282,244486,17,Progressive Field,Cleveland Indians,Boston Red Sox,2009-04-28,Final,47,overcast,AL_central,AL
283,244487,14,Chase Field,Arizona Diamondbacks,Chicago Cubs,2009-04-28,Final,85,clear,NL_west,NL
284,244488,11,Citi Field,New York Mets,Miami Marlins,2009-04-28,Final,81,cloudy,NL_east,NL
285,244489,11,Great American Ball Park,Cincinnati Reds,Houston Astros,2009-04-28,Final,71,cloudy,NL_central,NL
286,244490,8,AT&T Park,San Francisco Giants,Los Angeles Dodgers,2009-04-28,Final,56,clear,NL_west,NL
287,244491,11,Comerica Park,Detroit Tigers,New York Yankees,2009-04-28,Final,53,partly cloudy,AL_central,AL
288,244492,9,Rangers Ballpark in Arlington,Texas Rangers,Oakland Athletics,2009-04-28,Final,71,cloudy,AL_west,AL
289,244493,11,Miller Park,Milwaukee Brewers,Pittsburgh Pirates,2009-04-28,Final,63,roof closed,NL_central,NL
290,244494,7,Coors Field,Colorado Rockies,San Diego Padres,2009-04-28,Final,61,overcast,NL_west,NL
291,244495,3,U.S. Cellular Field,Chicago White Sox,Seattle Mariners,2009-04-28,Final,39,overcast,AL_central,AL
292,244496,3,Turner Field,Atlanta Braves,St. Louis Cardinals,2009-04-28,Final,76,partly cloudy,NL_east,NL
293,244497,7,Hubert H. Humphrey Metrodome,Minnesota Twins,Tampa Bay Rays,2009-04-28,Final,70,dome,AL_central,AL
294,244498,9,Kauffman Stadium,Kansas City Royals,Toronto Blue Jays,2009-04-28,Final,65,clear,AL_central,AL
295,244499,8,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,2009-04-28,Final,81,partly cloudy,NL_east,NL
296,244500,5,Oriole Park at Camden Yards,Baltimore Orioles,Los Angeles Angels,2009-04-29,Final,54,cloudy,AL_east,AL
297,244501,11,Progressive Field,Cleveland Indians,Boston Red Sox,2009-04-29,Final,56,cloudy,AL_central,AL
298,244502,10,Chase Field,Arizona Diamondbacks,Chicago Cubs,2009-04-29,Final,88,sunny,NL_west,NL
299,244503,7,Citi Field,New York Mets,Miami Marlins,2009-04-29,Final,62,partly cloudy,NL_east,NL
300,244504,3,Great American Ball Park,Cincinnati Reds,Houston Astros,2009-04-29,Final,73,partly cloudy,NL_central,NL
301,244505,13,AT&T Park,San Francisco Giants,Los Angeles Dodgers,2009-04-29,Final,57,partly cloudy,NL_west,NL
302,244506,14,Comerica Park,Detroit Tigers,New York Yankees,2009-04-29,Final,51,overcast,AL_central,AL
303,244508,1,Miller Park,Milwaukee Brewers,Pittsburgh Pirates,2009-04-29,Final,64,roof closed,NL_central,NL
304,244509,12,Coors Field,Colorado Rockies,San Diego Padres,2009-04-29,Final,68,sunny,NL_west,NL
305,244510,9,U.S. Cellular Field,Chicago White Sox,Seattle Mariners,2009-04-29,Final,51,cloudy,AL_central,AL
306,244511,8,Turner Field,Atlanta Braves,St. Louis Cardinals,2009-04-29,Final,78,partly cloudy,NL_east,NL
307,244512,11,Hubert H. Humphrey Metrodome,Minnesota Twins,Tampa Bay Rays,2009-04-29,Final,69,dome,AL_central,AL
308,244513,14,Kauffman Stadium,Kansas City Royals,Toronto Blue Jays,2009-04-29,Final,61,cloudy,AL_central,AL
309,244514,5,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,2009-04-29,Final,59,partly cloudy,NL_east,NL
310,244515,11,Yankee Stadium,New York Yankees,Los Angeles Angels,2009-04-30,Final,57,cloudy,AL_east,AL
311,244516,5,Miller Park,Milwaukee Brewers,Arizona Diamondbacks,2009-04-30,Final,66,roof closed,NL_central,NL
312,244517,13,Tropicana Field,Tampa Bay Rays,Boston Red Sox,2009-04-30,Final,72,dome,AL_east,AL
313,244518,10,Wrigley Field,Chicago Cubs,Miami Marlins,2009-04-30,Final,61,partly cloudy,NL_central,NL
314,244519,6,Rangers Ballpark in Arlington,Texas Rangers,Oakland Athletics,2009-04-30,Final,75,cloudy,AL_west,AL
315,244520,13,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,2009-04-30,Final,63,partly cloudy,NL_west,NL
316,244521,13,Nationals Park,Washington Nationals,St. Louis Cardinals,2009-04-30,Final,63,cloudy,NL_east,NL
317,244522,14,Kauffman Stadium,Kansas City Royals,Toronto Blue Jays,2009-04-30,Final,66,cloudy,AL_central,AL
318,244523,19,Yankee Stadium,New York Yankees,Los Angeles Angels,2009-05-01,Final,66,overcast,AL_east,AL
319,244524,7,Miller Park,Milwaukee Brewers,Arizona Diamondbacks,2009-05-01,Final,66,roof closed,NL_central,NL
320,244525,12,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,2009-05-01,Final,68,roof closed,AL_east,AL
321,244526,8,Tropicana Field,Tampa Bay Rays,Boston Red Sox,2009-05-01,Final,72,dome,AL_east,AL
322,244527,7,Rangers Ballpark in Arlington,Texas Rangers,Chicago White Sox,2009-05-01,Final,78,cloudy,AL_west,AL
323,244528,4,PNC Park,Pittsburgh Pirates,Cincinnati Reds,2009-05-01,Final,71,cloudy,NL_central,NL
324,244529,11,Comerica Park,Detroit Tigers,Cleveland Indians,2009-05-01,Final,53,cloudy,AL_central,AL
325,244530,5,AT&T Park,San Francisco Giants,Colorado Rockies,2009-05-01,Final,62,overcast,NL_west,NL
326,244531,14,Wrigley Field,Chicago Cubs,Miami Marlins,2009-05-01,Final,50,overcast,NL_central,NL
327,244532,9,Turner Field,Atlanta Braves,Houston Astros,2009-05-01,Final,75,cloudy,NL_east,NL
328,244533,12,Hubert H. Humphrey Metrodome,Minnesota Twins,Kansas City Royals,2009-05-01,Final,69,dome,AL_central,AL
329,244534,11,Citizens Bank Park,Philadelphia Phillies,New York Mets,2009-05-01,Final,70,partly cloudy,NL_east,NL
330,244535,15,Safeco Field,Seattle Mariners,Oakland Athletics,2009-05-01,Final,70,clear,AL_west,AL
331,244536,1,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,2009-05-01,Final,64,cloudy,NL_west,NL
332,244537,8,Nationals Park,Washington Nationals,St. Louis Cardinals,2009-05-01,Final,76,cloudy,NL_east,NL
333,244538,12,Yankee Stadium,New York Yankees,Los Angeles Angels,2009-05-02,Final,58,partly cloudy,AL_east,AL
334,244539,5,Miller Park,Milwaukee Brewers,Arizona Diamondbacks,2009-05-02,Final,67,roof closed,NL_central,NL
335,244540,9,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,2009-05-02,Final,68,roof closed,AL_east,AL
336,244541,16,Tropicana Field,Tampa Bay Rays,Boston Red Sox,2009-05-02,Final,72,dome,AL_east,AL
337,244542,15,Rangers Ballpark in Arlington,Texas Rangers,Chicago White Sox,2009-05-02,Final,64,rain,AL_west,AL
338,244543,14,PNC Park,Pittsburgh Pirates,Cincinnati Reds,2009-05-02,Final,64,partly cloudy,NL_central,NL
339,244544,16,Comerica Park,Detroit Tigers,Cleveland Indians,2009-05-02,Final,61,sunny,AL_central,AL
340,244545,6,AT&T Park,San Francisco Giants,Colorado Rockies,2009-05-02,Final,54,overcast,NL_west,NL
341,244546,7,Wrigley Field,Chicago Cubs,Miami Marlins,2009-05-02,Final,59,sunny,NL_central,NL
342,244547,6,Turner Field,Atlanta Braves,Houston Astros,2009-05-02,Final,74,cloudy,NL_east,NL
343,244548,17,Hubert H. Humphrey Metrodome,Minnesota Twins,Kansas City Royals,2009-05-02,Final,70,dome,AL_central,AL
344,244549,11,Citizens Bank Park,Philadelphia Phillies,New York Mets,2009-05-02,Final,63,cloudy,NL_east,NL
345,244550,5,Safeco Field,Seattle Mariners,Oakland Athletics,2009-05-02,Final,61,roof closed,AL_west,AL
346,244551,3,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,2009-05-02,Final,66,cloudy,NL_west,NL
347,244552,7,Nationals Park,Washington Nationals,St. Louis Cardinals,2009-05-02,Final,63,overcast,NL_east,NL
348,244554,7,Miller Park,Milwaukee Brewers,Arizona Diamondbacks,2009-05-03,Final,67,sunny,NL_central,NL
349,244555,7,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,2009-05-03,Final,68,roof closed,AL_east,AL
350,244556,8,Tropicana Field,Tampa Bay Rays,Boston Red Sox,2009-05-03,Final,72,dome,AL_east,AL
351,244557,6,Rangers Ballpark in Arlington,Texas Rangers,Chicago White Sox,2009-05-03,Final,64,overcast,AL_west,AL
352,244558,5,PNC Park,Pittsburgh Pirates,Cincinnati Reds,2009-05-03,Final,59,cloudy,NL_central,NL
353,244559,4,Comerica Park,Detroit Tigers,Cleveland Indians,2009-05-03,Final,66,sunny,AL_central,AL
354,244560,1,AT&T Park,San Francisco Giants,Colorado Rockies,2009-05-03,Final,63,overcast,NL_west,NL
355,244561,10,Wrigley Field,Chicago Cubs,Miami Marlins,2009-05-03,Final,65,partly cloudy,NL_central,NL
356,244562,12,Turner Field,Atlanta Braves,Houston Astros,2009-05-03,Final,75,cloudy,NL_east,NL
357,244563,12,Hubert H. Humphrey Metrodome,Minnesota Twins,Kansas City Royals,2009-05-03,Final,69,dome,AL_central,AL
358,244565,15,Safeco Field,Seattle Mariners,Oakland Athletics,2009-05-03,Final,56,cloudy,AL_west,AL
359,244566,10,Dodger Stadium,Los Angeles Dodgers,San Diego Padres,2009-05-03,Final,73,partly cloudy,NL_west,NL
360,244568,7,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,2009-05-04,Final,62,cloudy,AL_west,AL
361,244569,9,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,2009-05-04,Final,72,clear,NL_west,NL
362,244570,12,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,2009-05-04,Final,72,dome,AL_east,AL
363,244571,10,Yankee Stadium,New York Yankees,Boston Red Sox,2009-05-04,Final,54,rain,AL_east,AL
364,244572,3,Kauffman Stadium,Kansas City Royals,Chicago White Sox,2009-05-04,Final,67,cloudy,AL_central,AL
365,244573,5,Land Shark Stadium,Miami Marlins,Cincinnati Reds,2009-05-04,Final,78,clear,NL_east,NL
366,244574,16,Rogers Centre,Toronto Blue Jays,Cleveland Indians,2009-05-04,Final,68,roof closed,AL_east,AL
367,244575,15,PETCO Park,San Diego Padres,Colorado Rockies,2009-05-04,Final,65,partly cloudy,NL_west,NL
368,244576,13,Nationals Park,Washington Nationals,Houston Astros,2009-05-04,Final,55,drizzle,NL_east,NL
369,244577,11,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,2009-05-04,Final,57,cloudy,NL_central,NL
370,244578,9,Comerica Park,Detroit Tigers,Minnesota Twins,2009-05-04,Final,67,partly cloudy,AL_central,AL
371,244579,10,Turner Field,Atlanta Braves,New York Mets,2009-05-04,Final,72,cloudy,NL_east,NL
372,244580,7,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,2009-05-04,Final,67,cloudy,NL_central,NL
373,244581,6,Wrigley Field,Chicago Cubs,San Francisco Giants,2009-05-04,Final,56,cloudy,NL_central,NL
374,244582,11,Safeco Field,Seattle Mariners,Texas Rangers,2009-05-04,Final,54,roof closed,AL_west,AL
375,244583,8,Oakland Coliseum,Oakland Athletics,Los Angeles Angels,2009-05-05,Final,63,partly cloudy,AL_west,AL
376,244584,4,Dodger Stadium,Los Angeles Dodgers,Arizona Diamondbacks,2009-05-05,Final,69,clear,NL_west,NL
377,244585,9,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,2009-05-05,Final,72,dome,AL_east,AL
378,244586,10,Yankee Stadium,New York Yankees,Boston Red Sox,2009-05-05,Final,54,cloudy,AL_east,AL
379,244587,15,Kauffman Stadium,Kansas City Royals,Chicago White Sox,2009-05-05,Final,65,cloudy,AL_central,AL
380,244588,7,Land Shark Stadium,Miami Marlins,Cincinnati Reds,2009-05-05,Final,80,clear,NL_east,NL
381,244589,16,Rogers Centre,Toronto Blue Jays,Cleveland Indians,2009-05-05,Final,68,roof closed,AL_east,AL
382,244590,3,PETCO Park,San Diego Padres,Colorado Rockies,2009-05-05,Final,68,clear,NL_west,NL
383,244592,13,PNC Park,Pittsburgh Pirates,Milwaukee Brewers,2009-05-05,Final,55,cloudy,NL_central,NL
384,244593,9,Comerica Park,Detroit Tigers,Minnesota Twins,2009-05-05,Final,66,clear,AL_central,AL
385,244594,7,Turner Field,Atlanta Braves,New York Mets,2009-05-05,Final,79,partly cloudy,NL_east,NL
386,244595,17,Busch Stadium,St. Louis Cardinals,Philadelphia Phillies,2009-05-05,Final,69,cloudy,NL_central,NL
387,244596,8,Wrigley Field,Chicago Cubs,San Francisco Giants,2009-05-05,Final,56,cloudy,NL_central,NL
388,244597,9,Safeco Field,Seattle Mariners,Texas Rangers,2009-05-05,Final,50,cloudy,AL_west,AL
389,244598,4,PETCO Park,San Diego Padres,Arizona Diamondbacks,2009-05-06,Final,70,clear,NL_west,NL
390,244599,14,Land Shark Stadium,Miami Marlins,Atlanta Braves,2009-05-06,Final,83,clear,NL_east,NL
391,244600,9,Minute Maid Park,Houston Astros,Chicago Cubs,2009-05-06,Final,83,partly cloudy,AL_west,AL
392,244601,11,Fenway Park,Boston Red Sox,Cleveland Indians,2009-05-06,Final,56,clear,AL_east,AL
393,244603,18,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,2009-05-06,Final,60,overcast,NL_central,NL
394,244604,5,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,2009-05-06,Completed Early: Rai,56,cloudy,AL_east,AL
395,244605,1,Citi Field,New York Mets,Philadelphia Phillies,2009-05-06,Final,58,cloudy,NL_east,NL
396,244606,6,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,2009-05-06,Final,65,partly cloudy,NL_central,NL
397,244607,10,Kauffman Stadium,Kansas City Royals,Seattle Mariners,2009-05-06,Final,75,partly cloudy,AL_central,AL
398,244608,12,Coors Field,Colorado Rockies,San Francisco Giants,2009-05-06,Final,80,partly cloudy,NL_west,NL
399,244609,7,Yankee Stadium,New York Yankees,Tampa Bay Rays,2009-05-06,Final,61,cloudy,AL_east,AL
400,244610,5,Oakland Coliseum,Oakland Athletics,Texas Rangers,2009-05-06,Final,61,partly cloudy,AL_west,AL
401,244611,14,Angel Stadium of Anaheim,Los Angeles Angels,Toronto Blue Jays,2009-05-06,Final,73,clear,AL_west,AL
402,244612,13,Dodger Stadium,Los Angeles Dodgers,Washington Nationals,2009-05-06,Final,73,clear,NL_west,NL
403,244613,7,PETCO Park,San Diego Padres,Arizona Diamondbacks,2009-05-07,Final,76,sunny,NL_west,NL
404,244614,6,Land Shark Stadium,Miami Marlins,Atlanta Braves,2009-05-07,Final,85,partly cloudy,NL_east,NL
405,244615,13,Minute Maid Park,Houston Astros,Chicago Cubs,2009-05-07,Final,73,roof closed,AL_west,AL
406,244616,16,Fenway Park,Boston Red Sox,Cleveland Indians,2009-05-07,Final,67,cloudy,AL_east,AL
407,244617,6,U.S. Cellular Field,Chicago White Sox,Detroit Tigers,2009-05-07,Final,62,partly cloudy,AL_central,AL
408,244618,11,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,2009-05-07,Final,72,partly cloudy,NL_central,NL
409,244619,9,Oriole Park at Camden Yards,Baltimore Orioles,Minnesota Twins,2009-05-07,Final,70,partly cloudy,AL_east,AL
410,244620,12,Citi Field,New York Mets,Philadelphia Phillies,2009-05-07,Final,64,cloudy,NL_east,NL
411,244621,7,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,2009-05-07,Final,73,cloudy,NL_central,NL
412,244622,4,Kauffman Stadium,Kansas City Royals,Seattle Mariners,2009-05-07,Final,75,sunny,AL_central,AL
413,244623,11,Coors Field,Colorado Rockies,San Francisco Giants,2009-05-07,Final,75,partly cloudy,NL_west,NL
414,244624,14,Yankee Stadium,New York Yankees,Tampa Bay Rays,2009-05-07,Final,64,cloudy,AL_east,AL
415,244625,13,Oakland Coliseum,Oakland Athletics,Texas Rangers,2009-05-07,Final,65,sunny,AL_west,AL
416,244626,7,Angel Stadium of Anaheim,Los Angeles Angels,Toronto Blue Jays,2009-05-07,Final,78,clear,AL_west,AL
417,244627,20,Dodger Stadium,Los Angeles Dodgers,Washington Nationals,2009-05-07,Final,73,clear,NL_west,NL
418,244628,16,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,2009-05-08,Final,74,overcast,NL_east,NL
419,244629,5,Miller Park,Milwaukee Brewers,Chicago Cubs,2009-05-08,Final,71,partly cloudy,NL_central,NL
420,244630,1,Progressive Field,Cleveland Indians,Detroit Tigers,2009-05-08,Final,70,overcast,AL_central,AL
421,244631,11,Coors Field,Colorado Rockies,Miami Marlins,2009-05-08,Final,63,cloudy,NL_west,NL
422,244632,5,Angel Stadium of Anaheim,Los Angeles Angels,Kansas City Royals,2009-05-08,Final,66,clear,AL_west,AL
423,244633,4,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,2009-05-08,Final,73,cloudy,AL_east,AL
424,244634,10,Citi Field,New York Mets,Pittsburgh Pirates,2009-05-08,Final,68,overcast,NL_east,NL
425,244635,2,Minute Maid Park,Houston Astros,San Diego Padres,2009-05-08,Final,73,roof closed,AL_west,AL
